Sentence,Label
ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਕਰੋ ਵੀਰ ਜੀ ਤੁਸੀਂ ਮੇਰੀਆਂ ਅੱਖਾਂ ਖੋਲ੍ਹ ਦਿੱਤੀਆਂ ਨੇ ਤੁਸੀਂ ਇਹ ਵੀਡੀਓ ਦੇ ਕੇ 🙏🙏🙏🙏🙏 ਮਾਂ ਬਾਪ ਭਾਈ ਭੈਣ ਆਪਣੇ ਹੀ ਆਪਣੇ ਹੀ ਹੁੰਦੇ ਨੇ,Appreciation
ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ ਆਟੋ ਵਾਲੇ ਬਾਈ ਦਾ ਸਾਰੇ ਹੀ ਚੰਗੇ ਇਨਸਾਨ ਬਣੋ,Appreciation
ਅਨਮੋਲ ਵੀਰ ਜੀ ਸਤਿਗੁਰ ਜੀ ਤੁਹਾਨੂੰ ਤੰਦਰੁਸਤੀ ਦੇ ਸਤਿਗੁਰ ਜੀ ਤੁਹਾਨੂੰ ਖੁਸ਼ ਰੱਖਣ,Blessing
ਬਿਲਕੁਲ ਸਹੀ ਗੱਲ ਆ ਮਾਂ ਪਿਓ ਤੋਂ ਵੱਧ ਕੇ ਕੋਈ ਪਿਆਰ ਕਰ ਸਕਦਾ ਮਾਂ ਪਿਓ ਨਾਲ ਖ਼ੁਸ਼ੀਆਂ ਹਨ,Neutral
"ਅਨਮੋਲ ਬੇਟਾ ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਕਰੋ
ਅਨਮੋਲ ਬੇਟਾ ਦਿਲੋਂ ਪਿਆਰ ਆ ਸੱਭ ਦੀ ਮਦੱਦ ਕਰਦੇ ਰਹੋ 🙏🙏",Blessing
ਇਸ ਲੜਕੀ ਕੋ ਜੇਲ ਵਿੱਚ ਬੰਦ ਕੀਤਾ ਜਾਵੇ ਸਜ਼ਾ ਦਿੱਤੀ ਜਾਵੇ,Hate
ਅਨਮੋਲ  ਪੁਤ ਅਤੇ ਆਟੋ ਵਾਲੇ ਭਾਈ ਜੀ ਅਤੇ ਭੈਣ ਜੀ ਰੱਬ ਤੁਹਾਡੀ ਲੰਮੀ ਉਮਰ ਕਰੋ ਮੈਂ ਵੀ ਇਕ ਸਮੇਂ ਡਰਾਈਵਰ ਸੀ ਜ਼ਿੰਦਗੀ ਵਿਚ ਬਹੁਤ ਕੁਝ ਦੇਖਿਆਂ ਸਮਾਂ ਬਹੁਤ ਖ਼ਰਾਬ ਹੈ ਧੀਆਂ ਨੂੰ  ਆਪਣੇ ਆਪ ਨੂੰ ਬਚਾਓ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ,Blessing
ਬਹੁਤ ਵਧੀਆ ਵੀਰ ਜੀ ਪਰਮਾਤਮਾ ਖੁਸ਼ ਰੱਖੇ,Appreciation
ਅਨਮੋਲ ਜੀ ਮੁੰਡੇ ਤੇ ਪਰਚਾ ਦਰਜ ਕਰਵਾਓ ਜੀ,Neutral
ਬੇਟੀਆਂ ਨੂੰ ਅਪੀਲ ਹੈ ਜੀ ਕਿ ਆਪਣੇ ਮਾਤਾ ਪਿਤਾ ਦੀ ਇੱਜਤ ਇਸ ਤਰਾਂ ਨਾ ਰੋਲਣ ਔਰ ਇਹ ਜਿਹੇ ਘਟੀਆ ਕਿਸਮ ਦੇ ਲੜਕਿਆਂ ਨੂੰ ਵੀ ਬੇਨਤੀ ਹੈ ਕਿ ਇਸ ਤਰ੍ਹਾਂ ਕਿਸੇ ਦੀ ਧੀ ਭੈਣ ਦੀ ਜਿੰਦਗੀ ਨਾਲ ਖਿਲਵਾੜ ਨਾ ਕਰਨ ਇਹ ਜਿਹੇ ਲੋਕਾਂ ਤੇ ਸਰਕਾਰ ਸਖਤ ਕਾਨੂੰਨ ਬਣਾਏ,Neutral
ਅਨਮੋਲ ਵੀਰ ਜੀ ਵਾਹਿਗੁਰੂ ਜੀ ਤਹਾਨੂੰ ਤਦਰੂਸੀਆ ਬਖਸ਼ੇ,Blessing
"ਅਨਮੋਲ ਜੀ, ਤੁਹਾਨੂੰ ਵੀ ਸਲੂਟ ਹੈ,ਸਮਾਜ ਭਲਾਈ ਲਈ ਬਹੁਤ ਮਿਹਨਤ ਕਰਦੇ,,,,ਆਟੋ ਵਾਲੇ ਵੀਰ ਭੈਣ ਦਾ ਵੀ ਧੰਨਵਾਦ,,,,🌹🙏🌹",Appreciation
ਅਨਮੋਲ ਜੀ ਖੁਦਾਵੰਦ ਤਹਾਨੂੰ ਬਹੁਤ ਬਰਕਤ ਦੇਣ ਜੇ ਸਾਰੇ ਲੋਕਾਂ ਦੇ ਬੱਚੇ ਤੁਹਾਡੇ ਵਰਗੇ ਹੋਣ ਤਾਂ ਸਵਰਗ ਧਰਤੀ ਤੇ ਹੀ ਬਣ ਜਾਵੇ,Blessing
ਅਨਮੋਲ ਵੀਰ ਚੱੜਦੀ ਕਲਾ ਰੱਖਣ,Blessing
ਅਨਮੋਲ ਵੀਰੇ ਦਿਲੋਂ ਪਿਆਰ ਆ ਥੋਨੂੰ ਤੇ ਵਾਹਿਗੁਰੂ ਜੀ ਚੜ੍ਹਦੀ ਕਲਾ ਚ ਰਖੇ ❤🎉,Blessing
"ਓਏ ਤੂੰ ਠੇਕਾ ਲਿਆ ਏ, ਤੂੰ ਪੁਲਿਸ ਨੂੰ ਜਾਣਕਾਰੀ ਦੇ, ਤੂੰ ਪੈਸੇ ਬਣਾਉਣ ਲਈ ਇਹਨੂੰ ਬਦਨਾਮ ਕਰ ਰਿਹਾ ਹੈਂ",Disappointment
"ਸੇਵਾ ਕਿੱਧਰ ਤੋਂ ਕਿੱਧਰ ਜਾ ਰਹੀ , ਕਦੇ ਕੋਈ ਘਰਵਾਲਾ ਛੱਡ ਆਈ, ਕਦੇ ਆਸ਼ਿਕ ਨੂੰ ਮਿਲਣ ਆਈ,",Disappointment
ਵੀਰੇ ਤੁਹਾਡੇ ਵਰਗਾ ਪੁੱਤ ਘਰ ਘਰ ਹੋਵੇ ❤ ਦਿਲੋ ਸਲੂਟ ਵੀਰੇ🙏🏼,Appreciation
"ਬਾਈ ਜੀ ਇਹ ਪੰਜਾਬ ਤੇ   ਪੰਜਾਬੀ ਹੀ ਹਨ
ਜਿਥੇ ਇਹ ਕੁੜੀ ਸੇਫ ਆ ਜੇ ਕਿਤੇ ਇਹ ਕਿਸੇ
ਭਾਈਏ ਨੂੰ ਮਿਲੀ ਹੁੰਦੀ ਤਾਂ ਇਹ ਦਾ ਬਹੁਤ ਬੁਰਾ ਹਾਲ ਹੁੰਦਾ ਜਿਉਂਦੇ ਰਹੋ ਵੀਰੇ ਜਿਹੜੀ ਇਹ ਤੁਹਾਡੇ ਕੋਲ ਪਹੁੰਚ ਗਈ",Appreciation
ਅਨਮੋਲ ਵੀਰ ਜੀ ਵਹਿਗੁਰੂ ਜੀ ਤੁਹਾਨੂੰ ਤੰਦਰੁਸਤੀ ਦੇਣ,Blessing
ਸੇਵਾ ਸਿੰਘ ਸੰਧੂ,Blessing
ਧੰਨਵਾਦ ਵੀਰ ਜੀ,Appreciation
ਪਾਈਏ ਨੂੰ ਬੁਲਾ ਕੇ ਮਤਲਬ ਇਸ ਦੇ ਪਿਤਾ ਨੂੰ ਮਿਲੋ ਤਾ ਸਮਝ ਆਵੇ ਪਈਆ ਅਊਣ ਨੂੰ,Disappointment
ਵੀਰ ਜੀ ਰੱਬ ਤੁਹਾਨੂੰ ਲੰਬੀ ਉਮਰ ਦੇਵੇ,Blessing
ਸਲਿਉਟ ਐ ਵੀਰੇ ਅਨਮੋਲ ਲਈ,Appreciation
ਬਾਬਾ ਖਸੀ ਬੋਲਦਾ ਨਿਸ਼ਾਨ ਵਾ ਤੇਰਾ ਆਸ਼ਕ ajman ਬੈਠਾ 😂,Neutral
ਪਿਉ ਦੀ ਇਜ਼ਤ ਬਨਾਉਣਾ ਸਿਖੋ ਭੈਣੋ 🙏,Neutral
"ਇਹ ਪੰਜਾਬ ਦੇ ਇਨਸਾਨ ਹੀ ਹਨ ਜੋ ਬੱਚੀ ਦੀ ਰਖਸਾਂ ਕਰ ਰਹੇ ਨੇ । ਹੁੰਦਾ ਯੂ ਪੀ। , ਬਿਹਾਰ  ਇਹ ਕੁੜੀ ਕੋਠੇ ਤੇ ਹੋਣੀ ਸੀ ਅਨਮੋਲ ਜੀ ❤🙏🏻",Appreciation
"ਇਹ ਤੁਸੀਂ ਬਹੁਤ ਸੋਹਣਾ ਕੰਮ ਕੀਤਾ ਏ ਵੀਰੇ 
Im veerpal kaur",Appreciation
ਬਿਲਕੁਲ ਸਹੀ ਕਿਹਾ  ਵੀਰ ਜੀ ਤੁਸੀਂ family to ਬਿਨਾਂ ਕੋਈ ਨਾਲ ਨਹੀ ਖੜਦਾ।  ਵਾਹਿਗੁਰੂ ਜੀ   ਮੇਹਰ ਕਰਨ ਤੁਹਾਡੇ ਤੇ   help  krn li🙏🙏🙏🙏🙏🙏🙏,Appreciation
Pyr ਨਾਲ gal ਕਰੋ ਵੀਰੇ plz 😭❤️🙏,Disappointment
ਚੰਡੀਗ੍ਹੜ bahut ਗੰਦ ਹੈ yr,Hate
ਅਨਮੋਲ ਕਵਾਤਰਾ ਵੀਰ ਨਾਈਸ ਓ ਤੁਸੀਂ 🙏🙏🙏🙏,Appreciation
ਅਨਮੋਲ ਵੀਰ ਨੂੰ ਲੰਮੀਆਂ ਉਮਰਾਂ ਵਖਸੀ ਧੰਨ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ,Blessing
ਵਾਹਿਗੁਰੂਜੀ। ਵੀਰਜੀਨੂੰ ਚੜ੍ਹਦੀ ਕਲਾ ਰੱਖੇ ਭੈਣ ਜੀ ਵੀਰਜੀ ਦਾ ਬਹੁਤਹੀ ਧਨਵਾਦ,Blessing
ਸਹੀ ਗੱਲ ਵੀਰ ਓ ਕਮੀਨੇ ਨੂੰ ਵੀ ਸਜਾ ਮਿਲਣੀ ਚਾਹੀਦੀ ਆ,Disappointment
"ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਜੀ, ਸਮਝੋਂ ਲੜਕੀਆਂ ਤੇ ਲੜਕਿਓ ਕਿਉਂ ਪ੍ਸ਼਼ਆਨ ਕਰਦੇ ਓ ਮਾਪਿਆਂ ਨੂੰ",Disappointment
90/ਲੜਕੀਆਂ ਕੰਮ  ਘੱਟ ਤੇ ਆਸਕੀ ਜਿਆਦਾ ਕਰਦੀਆ ਮੁੰਡੇ 8 ਸਾਲ ਤੋਂ ਘਰ ਦੀ ਸਾਰੀ ਟੈਂਨਸ਼ਨ ਲੈਣ ਲੱਗ ਪੈਂਦੇ ਆ ਤੇ ਇਹ ਮਹਾਂਰਾਣੀਆਂ ਟੈਨਸ਼ਨ ਫੀਰੀ  ਨਾ ਘਰੋਂ ਬਾਹਰ ਜਾਣਾ ਹਰ ਚੀਜ ਮੰਗਿਆਂ ਮਿਲ ਜਾਣੀ ਤੇ ਮੁੰਡੇ ਸਾਰੀ ਉਮਰ ਪਰੇਸਾਨ  ਮੈਂ ਦਾਅਵੇ ਨਾਲ ਕਹਿਨੈ ਕਿ ਇਸ ਕੁੜੀ ਦੀ ਇਹ ਹਰਕਤ ਇਸ ਦੇ ਪਿਓ ਦੇ 10ਸਾਲ ਜਿੰਦਗੀ ਦੇ ਖਾ ਗਈ ਲੱਖ ਦੀ ਲਾਹਣਤ ਇਹੋ ਜਿਹੀ ਧੀ ਤੇ,Disappointment
ਜੇ help ਆਪਕੋ off ਕੈਮਰਾ ਕਰਨੀ ਚਾਹੀਏ  ਥੀ.🙏🏻,Disappointment
"ਆਟੋ ਵਾਲਾ ਵੀਰ ਇਹੀ ਅਸਲੀ ਕਰਮ ਹੁੰਦਾ
ਧੀਆ ਮਾੜੀਆ ਨਹੀ ਹੁੰਦੀਆਂ ਪਰ ਬਦਕਾਰ ਧੀਆ ਤੋ ਲੋਕ ਡਰਦੇ ਹਨ",Sadness
ਜੇ ਇਨਾ ਹੀ ਡਰ ਆ ਪਹਿਲਾ ਏਦਾ ਦਾ ਕੰਮ ਨਾ ਕਰੋ ਕਿ ਘਰਦਿਆਂ ਨੂੰ ਮੂੰਹ ਦਿਖੋਣ ਜੋਗੇ ਨੀ,Disappointment
ਏਹ ਕੋਈ ਰਸਤਾ ਨੀਂ ਦੇਣ ਵਾਲੀ ਤੁਹਾਨੂੰ...ਕੋਈ ਫਾਇਦਾ ਨੀਂ ਗਿਆਨ ਦੇਣ ਦਾ ਏਹਨਾਂ ਨੂੰ,Disappointment
ਬੱਚਿਆਂ ਅਗੇ ਮਾਂ ਬਾਪ ਕਿੰਨੇ ਬੇਵਸ ਹੋ ਜਾਂਦੇ ਆ ਔਲਾਦ ਨੂੰ ਵਾਹਿਗੁਰੂ ਸੁਮੱਤ ਬਖਸ਼ੇ. ਵਾਕਿਆ ਈ ਇਸ ਵੀਰ ਤੇ ਭੈਣ ਨੂੰ ਵਾਹਿਗੁਰੂ ਚੜ੍ਹਦੀਕਲਾ ਬਖਸ਼ੇ ਇਨ੍ਹਾਂ ਦੀ ਬੱਚੀ ਨੂੰ ਵੀ ਵਾਹਿਗੁਰੂ ਸਬਰ ਦੇਵੇ 🙏,Disappointment
ਬਹੁਤ ਵਧੀਆ ਕਰ ਰਹੇ ਓ ਵੀਰ ਸਲਾਮ ਆ ਤੁਹਾਨੂੰ,Appreciation
ਅਨਮੋਲ ਵੀਰੇ ਤੇਰੇ ਵਰਗੇ ਸਬ ਦੇ ਘਰ ਪੁੱਤਰ ਜੰਮਣ ❤️❤️❤️❤️❤️❤️,Appreciation
ਸ਼ੁਕਰ ਆ ਵੀਰ ਕੋਲ ਆ ਗਈ ਹੋਰ ਕਿਸੇ ਕੋਲ ਚੱਲ ਜਾਂਦੀ problem ਹੋ ਜਾਣੀ ਸੀ,Appreciation
ਵਾਹਿਗੁਰੂ ਭਲੀ ਕਰੇ ❤❤❤❤❤❤❤,Blessing
ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ❤❤❤❤❤❤❤,Blessing
ਧੰਨਵਾਦ ਕਵਾਤਰਾ ਸਾਹਿਬ ਤੇ ਦੂਸਰੇ ਭਾ ਜੀ ਤੇ ਭੈਣ ਜੀ ਦਾ ਪਰਮਾਤਮਾ ਤੁਹਾਡੀ ਲੰਮੀ ਉਮਰ ਕਰੇ,Blessing
ਲੜਕੀ ਡਰੀ ਹੋਈ ਹੈ 😢ਵੀਰ ਜੀ ਕੈਮਰਾ ਬੰਦ ਕਰ ਕੇ ਗੱਲ ਕਰੋ,Sadness
ਅਨਮੋਲ ਵੀਰ ਪਰਮਾਤਮਾ ਤੈਨੂੰ ਚੱੜਦੀ ਕਲਾ ਰੱਖੇ ❤❤,Blessing
ਹੋਟਲ ਵਿਚੋਂ ਮੁੰਡੇ ਦਾ ਪਰੂਫ ਮਿਲ ਜਾਇਗਾ,Neutral
"ਅਟੋ ਵਾਲੇ ਵੀਰ ਦਾ ਬਹੁਤ ਧੰਨਵਾਦ ਪਰ ਤੂੰ ਆਪ ਇਕ ਡਰਾਈਵਰ ਹੋਕੇ ਡਰਾਈਵਰਾ ਬਾਰੇ ਗਲਤ ਟਿੱਪਣੀ ਕਰਦਾ ਪਿਆ ਏ
ਸਾਰੇ ਡਰਾਈਵਰ ਇਕੋ ਜਿਹੇ ਨਹੀਂ ਹੁੰਦੇ
ਹੁਣ ਪੜੇ ਲਿਖੇ ਮੁੰਡੇ ਟਰਾਂਸਪੋਰਟ ਦਾ ਕੰਮ ਕਰਦੇ ਆ
ਅਸੀਂ ਵੀ ਇਕ ਸੰਸਥਾ ਬਣਾਈ ਹੋਈ ਏ
ਭਾਈ ਘਨ੍ਹਈਆ ਡਰਾਈਵਰ ਹੈਲਪ ਲਾਈਨ ਗਰੁੱਪ
ਓਕੇ
ਉਹਦੇ ਵਿੱਚ ਅਸੀਂ ਲੋਕਾਂ ਦੀ ਮੱਦਦ ਕਰਦੇ ਆ
ਅਸੀਂ ਵੀ ਧੀਆਂ ਭੈਣਾਂ ਵਾਲੇ ਆ
ਡਰਾਈਵਰਾ ਦਾ ਅਕਸ ਖਰਾਬ ਨਾ ਕਰਿਆ ਕਰੋ",Disappointment
ਪੁਲਸ ਸਹਾਇਤਾ ਲਵੋ,Neutral
ਅਨਮੋਲ ਪੁੱਤ ਵਾਹਿਗੁਰੂ ਤੇਰੀ ਚੜ੍ਹਦੀਕਲਾ ਕਰੇ,Blessing
ਧੰਨਵਾਦ ਅਨਮੋਲ ਜੀ,Appreciation
ਅਸੀਂ ਵੀ ਇੱਕ ਦਿਨ ਪੰਦਰਾਂ ਸਾਲ ਦੀ ਕੁੜੀ ਜੋ ਕਿ ਸਕੂਲ ਦਾ ਪਹਿਲੇ ਦਿਨ ਘਰ ਵਾਪਸ ਜਾਣ ਲੲਈ ਖੜੀ ਸੀ ਪਰ ਕੋਈ ਆਟੋ ਨਹੀਂ ਮਿਲਦਾ ਸੀ ਕੁੜੀ ਘਬਰਾ ਗੲਈ ਤੇ ਰੋਣ ਲੱਗ ਪੲਈ ਅਸੀਂ ਦੋਨੋਂ ਭੈਣਾ ਨੇ ਕੁੜੀ ਦੇਘਰ ਫੋਨ ਕਰਕੇ ਕੁੜੀ ਲੈ ਜਾਣ ਕਿਹਾ ਕਿਉਂ ਮੁੰਡੇ ਆਂਉਦੇ ਜਾਦੇ ਗਲਤ ਨਿਗਾ ਰੱਖਦੇ ਸੀ ਸਾਡੀ ਬੱਸ ਆ ਗੲਈ ਪਰ ਉਹਦੇ ਘਰ ਫੋਨ ਕਰਕੇ ਪੁਛਦੇ ਰਿਹੇ ਕਿ ਕੁੜੀ ਘਰ ਲਿਜਾਣ ਵਾਸਤੇ ਫੋਨ ਕੀਤਾ ਸੀ ਕੁੜੀ ਦੀ ਮਾਂ ਨੇ ਬਹੁਤ ਧੰਨਵਾਦ ਕੀਤਾ ਸਾਡਾ ਫੋਨ ਕਰਕੇ ਕਹਿੰਦੀ ਅੱਜਕਲ ਕੌਣ ਕਿਸੇ ਦਾ ਕਰਦਾ ਮਨ ਨੂੰ ਸਕੂਨ ਮਿਲਿਆ ਤੇ ਵਾਹਿਗੁਰੂ ਸ਼ੁਕਰ ਕੀਤਾ ਬੱਚੀ ਗਲਤ ਹੌਣ ਤੋਂ ਬੱਚ ਗਿਆ🙏,Neutral
"ਮਦੱਦ ਕਰੋ , ਪਰ ਵੀਡਿੳ ਬਣਾਉਣ ਦੇ ਚੱਕਰ ਵਿੱਚ, ਕਿਸੇ ਦੇ ਬੱਚੇ ਤੇ ਪਰਿਵਾਰ ਨੂੰ ਬਦਨਾਮ ਨਾਂ ਕਰੋ । ਲੋਕਾਂ ਨੇ ਤਾਂ ਪਰਿਵਾਰ ਉੰਝ ਹੀ ਮਿਹਣਿਆਂ ਨਾਲ ਮਾਰ ਦੇਣਾ🤔",Disappointment
Papa ਵਰਗਾ ਧੀਅ  ਵਾਸਤੇ ਦੁਨੀਆ ਤੇ ਕੋਈ  ਦੋਸਤ   ਕੇਅਰ ਕਰਨ ਵਾਲਾ  ਨਹੀ ਮਿਸ ਯੂ ਪਾਪਾ,Sadness
ਬਹੁਤ ਵਧੀਆ ਛੋਟੇ ਵੀਰ ਅਨਮੋਲ  ਕਵਾਤਰਾ,Appreciation
ਸਹੀ ਕਿਹਾ ਤਾਹੀ ਨਹੀਂ ਜੰਮਦੇ ਕੁੜੀਆਂ,Sadness
ਬਾਈ ਅਲਮੋਲ ਜੀ ਤੇਰਾ ਦਿਲ ਦੀਆਂ ਗਹਿਰਾਈਆਂ ਤੋਂ ਧਨਬਾਦ ਕਰਦਾ ਹਾਂ,Appreciation
ਆਮਿਰੀ ਹੁੰਦੀ ਦਿਲ ਦੀ ਨਹੀ ਹੁੰਦੀ ਉਤੇ ਮਾਲ਼ ਬੁਜੁਰਗੀ ਹੁੰਦੀ ਅੰਕਲ ਦੀ ਨਹੀ ਹੁੰਦੀ ਨਿਰਭਰ ਉਤੇ ਸਾਲ,Appreciation
ਕੁੱਝ ਲੋਕ ਉਮਰ ਦੇ ਪੱਖੋਂ ਬੱਡੇ ਹੋ ਜਾਦੇ ਨੇ ਪਰ ਸਿਆਣਪ ਪੱਖੋਂ ਬਚਿਆ ਤੋਂ ਛੋਟੇ ਹੁੰਦੇ ਹਨ,Disappointment
ਮੈ ਬੰਚੇਆ ਦੇ ਮਾਂ ਪਿਓ ਨੂੰ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ ਕਿ ਆਪਣੇ ਬਚਿਆ  ਸੱਭ ਕੁੱਝ ਸਮਝਾਓ ਇੱਕ ਦੋਸਤ ਵਾਗ ਬੈਠਾ ਕੇ,Disappointment
ਕਈ ਬੇਸਰਮ ਲੋਕ ਛੋਟੇ ਬੱਚਿਆਂ ਨੂੰ ਆਪਣੀਆਂ ਚੁਗਲ ਵਿੱਚ ਫ਼ਸਾ ਲੈਦੇ ਨੇ ਪਰ ਕਿਸੇ ਦੀ ਜਿੰਦਗੀ ਖਰਾਬ ਹੋ ਜਾਊ ਨਹੀ,Disappointment
ਬਿਲਕੁਲ ਸਹੀ ਕਿਹਾ ਵੀਰੇ ਅਜ ਦੇ ਟਾਈਮ ਨੂੰ ਦੇਖ ਕੇ ਡਰ ਲਗਦੇ ਤਾਹੀ ਲੋਕੀ ਧੀਆ ਜੰਮਣ ਦੋ ਡਰਦੇ ਨੇ😓,Sadness
ਆਟੋ ਰਿਕਸ਼ਾ ਵਾਲੇ ਬਾਈ ਨੂੰ ਰੱਬ ਸੱਦਾ ਸੁਖੀ ਰੱਖੇ ਬਾਈ ਨੇ ਬਹੁੱਤ ਵਧੀਆ ਕੰਮ ਕੀਤਾ ਹੈ,Appreciation
ਹੁਣ ਏ ਕਦੇ ਸੁਧਰ ਨਹੀ ਸਕਦੀ ਿੲਸ ਦੀ ਮੈ ਰਜ ਕਰਦੇ ਕਿਸੇ ਮੁੰਡੇ ਨਾਲ ਜੀ,Disappointment
ਹੀਰਾ ਬੰਦਾ ਅਨਮੋਲ ਵੀਰਾਂ ❤️,Appreciation
ਬਹੁਤ ਵਧੀਆ ਕੀਤਾ ਜੀ,Appreciation
"ਅਨਮੋਲ ਜੀ ਤੁਸੀਂ ਬਹੁਤ ਵਧੀਆ ਰੋਲ ਨਿਭਾਇਆ ਅਤੇ ਇਸ ਹਕੀਕਤ ਰਾਹੀਂ ਸਮਾਜ ਨੂੰ ਸ਼ਲਾਘਾਯੋਗ ਸੁਨੇਹਾ ਵੀ ਦਿੱਤਾ ਹੈ। ਬਹੁਤ ਧੰਨਵਾਦ ਜੀ , ਗੁਰੂ ਮਹਾਰਾਜ ਤੁਹਾਨੂੰ ਚੜ੍ਹਦੀ ਕਲਾ ਬਖਸ਼ਣ",Appreciation
ਤੁਸੀਂ ਤਾਂ ਰੱਬ ਵਰਗੇ ਬੰਦੇ ਆਮ ਵੀਰ ਜੀ,Appreciation
"ਲਫਜ਼ ਨਹੀਂ ਹਨ ਅਨਮੋਲ ਜੀ ਤੁਹਾਡੀ ਸੇਵਾ ਬਾਰੇ ਕਹਿਣ ਨੂੰ,ਤੁਸੀਂ ਵਾਕਅ ਹੀ ਅਨਮੋਲ ਹੋ ਸੇਵਾ ਵੀ ਅਨਮੋਲ ਹੈ ਸਾਡੀ ਉਮਰ ਵੀ ਤੁਹਾਨੂੰ ਲੱਗ ਜਾਏ ਗੁਰੂ ਚੜ੍ਦੀ ਕਲਾ ਬਖਸ਼ੇ ਜੀ🙏🙏",Appreciation
ਵਾਹਿਗੁਰੂ ਤੁਹਾਨੂੰ ਸਦਾ ਖੁਸ਼ ਰਖੇ,Blessing
ਅਨਮੋਲ ਜੀ ਤੁਸੀਂ ਫ਼ਰਿਸ਼ਤੇ ਹੋ ਤੁਹਾਡਾ ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ,Blessing
ਬੇਟਾ ਅਨਮੋਲ ਪਰਮਾਤਮਾ ਤੁਹਾਨੂੰ ਲੰਬੀ ਉਮਰ ਬਖਸ਼ੇ,Blessing
ਵਾਹਿਗੁਰੂ ਮੇਹਰ ਕਰੇ,Blessing
ਮੇਰਾ ਟੈਗ ਚੈਨਲ ਹੈ,Neutral
ਅਨਮੋਲ ਵੀਰ ਬਹੁਤ ਹੀ ਵਧੀਆ ਕੰਮ ਕਰ ਰਹੇ ਹਨ ਜੀ ਵਾਹਿਗੁਰੂ ਤੁਹਾਨੂੰ ਚੜ੍ਹਦੀ ਕਲਾ ਵਿੱਚ ਰੱਖੇ,Blessing
ਅਨਮੋਲ ਵੀਰ ਹੈ ਹੀ ਅਨਮੋਲ ਹੀਰਾ ।,Blessing
ਨਹੀਜੀ,Disappointment
